dateDiff,ranking,description,channel,startTime,rLength,rateInK
2019-11-10T00:00:00.000000,19,HET JOURNAAL LAAT,EEN,22:47:46,00:16:22,246.077
2019-11-10T00:00:00.000000,20,VLAANDEREN VAKANTIELAND,EEN,17:09:51,00:16:31,198.458
2019-11-11T00:00:00.000000,1,THUIS,EEN,20:13:30,00:25:25,1.177.000
2019-11-11T00:00:00.000000,2,HET 7 UUR-JOURNAAL,EEN,19:00:06,00:41:44,1.074.705
2019-11-11T00:00:00.000000,3,DE SLIMSTE MENS TER WERELD,VIER,21:34:52,00:56:00,1.005.333
2019-11-11T00:00:00.000000,4,IEDEREEN BEROEMD,EEN,19:45:10,00:21:45,994.323
2019-11-11T00:00:00.000000,5,SPOED 24/7,EEN,20:43:06,00:46:53,911.671
2019-11-11T00:00:00.000000,6,BLOKKEN,EEN,18:31:32,00:27:17,823.166
2019-11-11T00:00:00.000000,7,"BOER ZKT VROUW, DE WERELD ROND",VTM,20:38:42,00:54:24,740.959
2019-11-11T00:00:00.000000,8,FAMILIE,VTM,20:02:13,00:25:40,728.801
2019-11-11T00:00:00.000000,9,NIEUWS 19U VTM,VTM,18:59:57,00:51:02,695.556
2019-11-11T00:00:00.000000,10,VELDRIJDEN. NIEL D.,EEN,13:42:55,01:01:46,577.346
2019-11-11T00:00:00.000000,11,HET 1 UUR-JOURNAAL,EEN,13:00:05,00:30:56,567.847
2019-11-11T00:00:00.000000,12,VELDRIJDEN. NIEL H.,EEN,14:57:49,01:20:59,561.801
2019-11-11T00:00:00.000000,13,VELDRIJDEN. NIEL,EEN,13:36:56,00:20:10,559.645
2019-11-11T00:00:00.000000,14,OOIT VRIJ,VIER,20:35:13,00:45:10,461.851
2019-11-11T00:00:00.000000,15,WITSE,EEN,17:13:36,00:49:56,454.822
2019-11-11T00:00:00.000000,16,NIEUWS 13U VTM,VTM,12:59:54,00:25:32,375.242
2019-11-11T00:00:00.000000,17,DE BUURTPOLITIE,VTM,18:20:09,00:25:21,359.671
2019-11-11T00:00:00.000000,18,DOSSIER X,VTM,21:51:42,00:45:50,306.892
2019-11-11T00:00:00.000000,19,UNITE 42,EEN,21:32:31,00:48:00,304.471
2019-11-11T00:00:00.000000,20,NEIGHBOURS,EEN,16:51:45,00:21:43,238.537
2019-11-12T00:00:00.000000,1,THUIS,EEN,20:16:54,00:25:03,1.250.569
2019-11-12T00:00:00.000000,2,HET 7 UUR-JOURNAAL,EEN,19:00:05,00:44:26,974.665
2019-11-12T00:00:00.000000,3,IEDEREEN BEROEMD,EEN,19:47:24,00:22:52,960.492
2019-11-12T00:00:00.000000,4,HET HUIS - THEO FRANCKEN,EEN,20:44:23,00:59:06,958.154
2019-11-12T00:00:00.000000,5,DE SLIMSTE MENS TER WERELD,VIER,21:19:22,00:52:49,895.163
2019-11-12T00:00:00.000000,6,BLOKKEN,EEN,18:32:02,00:27:17,715.767
2019-11-12T00:00:00.000000,7,NIEUWS 19U VTM,VTM,18:59:56,00:52:30,652.038
2019-11-12T00:00:00.000000,8,FAMILIE,VTM,20:03:57,00:25:21,631.688
2019-11-12T00:00:00.000000,9,ANDY OP PATROUILLE,VTM,20:40:34,00:51:12,410.176
2019-11-12T00:00:00.000000,10,WITSE,EEN,17:12:08,00:50:55,368.550
2019-11-12T00:00:00.000000,11,HET 1 UUR-JOURNAAL,EEN,13:00:05,00:30:15,343.009
2019-11-12T00:00:00.000000,12,DE BUURTPOLITIE,VTM,18:20:06,00:25:09,314.204
2019-11-12T00:00:00.000000,13,FAROEK,VTM,21:49:11,00:44:08,312.039
2019-11-12T00:00:00.000000,14,HET JOURNAAL LAAT,EEN,22:39:25,00:16:32,264.369
2019-11-12T00:00:00.000000,15,BEVERGEM,EEN,21:47:51,00:50:14,213.682
2019-11-12T00:00:00.000000,16,NIEUWS 13U VTM,VTM,12:59:54,00:26:17,211.956
2019-11-12T00:00:00.000000,17,DE IDEALE WERELD,CANVAS,22:16:23,00:41:34,197.515
2019-11-12T00:00:00.000000,18,KINDEREN VAN HET VERZET,CANVAS,21:21:46,00:50:01,181.681
2019-11-12T00:00:00.000000,19,CHATEAU MEILAND,VIJF,20:35:08,00:39:26,179.493
2019-11-12T00:00:00.000000,20,WAT EEN DAG,VTM,22:44:23,00:48:47,166.389
2019-11-13T00:00:00.000000,1,THUIS,EEN,20:16:22,00:24:34,1.145.613
2019-11-13T00:00:00.000000,2,HET 7 UUR-JOURNAAL,EEN,19:00:06,00:42:58,978.186
2019-11-13T00:00:00.000000,3,IEDEREEN BEROEMD,EEN,19:46:42,00:20:07,940.691
2019-11-13T00:00:00.000000,4,DE SLIMSTE MENS TER WERELD,VIER,21:19:30,00:53:52,919.997
2019-11-13T00:00:00.000000,5,BLOKKEN,EEN,18:32:08,00:27:16,735.100
2019-11-13T00:00:00.000000,6,CODE VAN COPPENS,VTM,20:40:46,00:48:28,663.552
2019-11-13T00:00:00.000000,7,NIEUWS 19U VTM,VTM,18:59:54,00:53:24,656.714
2019-11-13T00:00:00.000000,8,FAMILIE,VTM,20:04:16,00:24:21,635.555
2019-11-13T00:00:00.000000,9,ANIMALITIS,EEN,20:43:29,00:46:24,466.277
2019-11-13T00:00:00.000000,10,"SERGIO & AXEL, VAN DE KAART",VTM,21:45:34,00:57:57,415.320
2019-11-13T00:00:00.000000,11,HET 1 UUR-JOURNAAL,EEN,13:00:06,00:29:44,405.825
2019-11-13T00:00:00.000000,12,WITSE,EEN,17:12:21,00:51:12,399.311
2019-11-13T00:00:00.000000,13,DE BUURTPOLITIE,VTM,18:19:05,00:27:04,341.862
2019-11-13T00:00:00.000000,14,FOREVER YOUNG,VIER,20:35:13,00:32:07,277.833
2019-11-13T00:00:00.000000,15,NIEUWS 13U VTM,VTM,12:59:54,00:27:02,274.265
2019-11-13T00:00:00.000000,16,DE AFSPRAAK,CANVAS,20:35:37,00:41:16,256.690
2019-11-13T00:00:00.000000,17,OOIT VRIJ,VIER,22:23:08,00:45:09,202.369
2019-11-13T00:00:00.000000,18,"LOIC, ZOT VAN KOKEN",VTM,17:59:35,00:15:11,196.632
2019-11-13T00:00:00.000000,19,ROOKIE COPS,EEN,21:34:44,00:41:59,194.723
2019-11-13T00:00:00.000000,20,FIRST DATES,EEN,22:40:14,00:45:37,190.468
2019-11-14T00:00:00.000000,1,THUIS,EEN,20:15:35,00:25:26,1.140.716
2019-11-14T00:00:00.000000,2,HET 7 UUR-JOURNAAL,EEN,19:00:05,00:44:27,1.032.975
2019-11-14T00:00:00.000000,3,DE SLIMSTE MENS TER WERELD,VIER,21:26:54,00:52:46,1.027.077
2019-11-14T00:00:00.000000,4,IEDEREEN BEROEMD,EEN,19:46:22,00:21:16,935.242
2019-11-14T00:00:00.000000,5,BLOKKEN,EEN,18:30:15,00:27:00,703.770
2019-11-14T00:00:00.000000,6,NIEUWS 19U VTM,VTM,18:59:55,00:51:21,637.855
2019-11-14T00:00:00.000000,7,"STEENRIJK, STRAATARM",VTM,20:39:01,00:51:27,591.919
2019-11-14T00:00:00.000000,8,APPEL D'URGENCE,EEN,20:43:33,00:43:35,591.508
2019-11-14T00:00:00.000000,9,FAMILIE,VTM,20:02:40,00:25:08,570.436
2019-11-14T00:00:00.000000,10,ALLOO BIJ DE WEGPOLITIE,VTM,21:51:58,00:50:34,520.066
2019-11-14T00:00:00.000000,11,HET 1 UUR-JOURNAAL,EEN,13:00:05,00:29:49,392.781
2019-11-14T00:00:00.000000,12,WITSE,EEN,17:14:01,00:49:32,359.494
2019-11-14T00:00:00.000000,13,DE BUURTPOLITIE,VTM,18:19:58,00:27:39,357.513
2019-11-14T00:00:00.000000,14,NIVEAU 4,VIER,20:35:04,00:40:45,323.216
2019-11-14T00:00:00.000000,15,NIEUWS 13U VTM,VTM,12:59:54,00:25:43,250.534
2019-11-14T00:00:00.000000,16,HET JOURNAAL LAAT,EEN,22:32:35,00:15:50,248.143
2019-11-14T00:00:00.000000,17,AUWCH,VIER,22:28:27,00:24:45,222.133
2019-11-14T00:00:00.000000,18,DE AFSPRAAK,CANVAS,20:29:01,00:39:21,193.786
2019-11-14T00:00:00.000000,19,DE PARELVISSERS,EEN,21:30:10,00:59:32,171.322
2019-11-14T00:00:00.000000,20,HUIZENJAGERS,VIER,19:39:09,00:40:27,166.346
2019-11-15T00:00:00.000000,1,THUIS,EEN,20:12:27,00:25:29,1.112.264
2019-11-15T00:00:00.000000,2,HET 7 UUR-JOURNAAL,EEN,19:00:15,00:41:15,960.371
2019-11-15T00:00:00.000000,3,IEDEREEN BEROEMD,EEN,19:45:22,00:20:37,850.059
2019-11-15T00:00:00.000000,4,BELGIUM'S GOT TALENT,VTM,20:39:29,01:27:04,828.960
2019-11-15T00:00:00.000000,5,BLOKKEN,EEN,18:30:51,00:27:06,738.306
2019-11-15T00:00:00.000000,6,LONDON KILLS,EEN,20:42:18,01:28:23,594.204
2019-11-15T00:00:00.000000,7,FAMILIE,VTM,20:02:32,00:24:40,571.079
2019-11-15T00:00:00.000000,8,NIEUWS 19U VTM,VTM,18:59:52,00:51:15,569.914
2019-11-15T00:00:00.000000,9,WITSE,EEN,17:14:07,00:49:55,394.366
2019-11-15T00:00:00.000000,10,HET 1 UUR-JOURNAAL,EEN,13:00:05,00:29:05,370.359
2019-11-15T00:00:00.000000,11,DE BUURTPOLITIE,VTM,18:19:34,00:26:49,320.433
2019-11-15T00:00:00.000000,12,THE GOOD DOCTOR,VTM,22:34:33,00:40:34,269.819
2019-11-15T00:00:00.000000,13,NIEUWS 13U VTM,VTM,12:59:54,00:25:08,248.792
2019-11-15T00:00:00.000000,14,"LOIC, ZOT VAN KOKEN",VTM,17:59:23,00:15:35,228.589
2019-11-15T00:00:00.000000,15,DE AFSPRAAK,CANVAS,20:31:28,00:46:05,209.112
2019-11-15T00:00:00.000000,16,POLDARK,EEN,22:13:30,00:59:37,203.049
2019-11-15T00:00:00.000000,17,HET JOURNAAL LAAT,EEN,23:14:19,00:16:55,185.177
2019-11-15T00:00:00.000000,18,NEIGHBOURS,EEN,16:52:10,00:21:49,150.672
2019-11-15T00:00:00.000000,19,STURM DER LIEBE,VITAYA,17:49:05,00:48:28,140.605
2019-11-15T00:00:00.000000,20,THE GHOST WRITER,CANVAS,21:23:10,02:02:41,136.151
2019-11-16T00:00:00.000000,1,VB. EK. KWALIF - RUSLAND/BELGIE,VTM,18:00:53,01:34:26,1.015.619
2019-11-16T00:00:00.000000,2,HET 7 UUR-JOURNAAL,EEN,19:00:06,00:33:34,657.695
2019-11-16T00:00:00.000000,3,VB. EK. KWALIF - STUDIO,VTM,20:00:27,00:19:56,638.389
2019-11-16T00:00:00.000000,4,NIEUWS 19U VTM,VTM,20:25:32,00:35:44,576.478
2019-11-16T00:00:00.000000,5,FC DE KAMPIOENEN,EEN,20:56:15,00:37:08,549.750
2019-11-16T00:00:00.000000,6,DE BATTLE,VIER,20:10:14,01:18:52,511.778
2019-11-16T00:00:00.000000,7,IEDEREEN BEROEMD,EEN,19:40:37,00:31:32,388.620
2019-11-16T00:00:00.000000,8,THE SECRET LIFE OF THE ZOO,EEN,20:21:57,00:31:35,370.070
2019-11-16T00:00:00.000000,9,HET 1 UUR-JOURNAAL,EEN,13:00:05,00:25:40,318.238
2019-11-16T00:00:00.000000,10,PATSER,VTM,21:11:26,01:55:40,311.705
2019-11-16T00:00:00.000000,11,UN SAC DE BILLES,EEN,21:37:13,01:43:50,261.581
2019-11-16T00:00:00.000000,12,"HIJ KOMT, HIJ KOMT!",EEN,13:30:38,01:47:36,255.136
2019-11-16T00:00:00.000000,13,SILENT WITNESS,CANVAS,20:38:05,01:38:32,248.311
2019-11-16T00:00:00.000000,14,BIG CATS,EEN,18:13:28,00:43:50,247.447
2019-11-16T00:00:00.000000,15,NIEUWS 13U VTM,VTM,12:59:54,00:23:18,216.992
2019-11-16T00:00:00.000000,16,HET JOURNAAL LAAT,EEN,23:22:47,00:17:02,205.757
2019-11-16T00:00:00.000000,17,VELDRIJDEN. WB. TABOR (S.),EEN,17:28:10,00:30:00,203.761
2019-11-16T00:00:00.000000,18,IT TAKES TWO,VIER,21:46:34,01:33:45,195.190
2019-11-16T00:00:00.000000,19,BEESTIG,VTM,17:11:07,00:23:31,191.961
2019-11-16T00:00:00.000000,20,FROZEN,Q2,20:10:09,01:29:01,179.076
2019-11-17T00:00:00.000000,1,DE TWAALF,EEN,21:06:02,00:45:55,1.106.353
2019-11-17T00:00:00.000000,2,DONDEREN IN KEULEN,EEN,20:03:05,01:00:10,1.057.001
2019-11-17T00:00:00.000000,3,HET 7 UUR-JOURNAAL,EEN,19:00:06,00:21:27,991.035
2019-11-17T00:00:00.000000,4,SPORTWEEKEND,EEN,19:21:33,00:34:26,888.180
2019-11-17T00:00:00.000000,5,VELDRIJDEN. HAMME H.,EEN,14:56:32,01:11:59,655.076
2019-11-17T00:00:00.000000,6,NIEUWS 19U VTM,VTM,18:59:57,00:45:59,610.129
2019-11-17T00:00:00.000000,7,SPORZA,EEN,13:35:00,00:36:04,489.501
2019-11-17T00:00:00.000000,8,VELDRIJDEN. HAMME D.,EEN,13:43:26,00:49:19,478.825
2019-11-17T00:00:00.000000,9,MAKE BELGIUM GREAT AGAIN,VTM,19:57:17,01:08:14,473.388
2019-11-17T00:00:00.000000,10,DAGELIJKSE KOST,EEN,18:11:35,00:45:30,452.876
2019-11-17T00:00:00.000000,11,HET 1 UUR-JOURNAAL,EEN,13:00:05,00:27:41,387.023
2019-11-17T00:00:00.000000,12,FLYING TO THE ENDS OF THE EARTH - SIBERIA,EEN,21:54:52,00:46:24,384.965
2019-11-17T00:00:00.000000,13,HET JOURNAAL LAAT,EEN,22:43:28,00:15:21,371.938
2019-11-17T00:00:00.000000,14,WIELRENNEN. 6-DAAGSE VAN GENT,EEN,16:23:11,01:25:30,349.734
2019-11-17T00:00:00.000000,15,NIEUWS 13U VTM,VTM,12:59:54,00:35:50,291.210
2019-11-17T00:00:00.000000,16,DE ZEVENDE DAG,EEN,11:00:06,01:58:07,286.379
2019-11-17T00:00:00.000000,17,SKYFALL,VTM,21:30:57,02:12:16,284.765
2019-11-17T00:00:00.000000,18,BELGIUM'S GOT TALENT,VTM,17:12:37,01:27:06,216.249
2019-11-17T00:00:00.000000,19,POWER RANGERS,Q2,20:42:40,01:48:48,146.472
2019-11-17T00:00:00.000000,20,DE BATTLE,VIER,17:23:40,01:18:55,144.997
2019-11-18T00:00:00.000000,1,THUIS,EEN,20:14:08,00:25:29,1.179.178
2019-11-18T00:00:00.000000,2,DE SLIMSTE MENS TER WERELD,VIER,21:33:49,00:56:19,987.573
2019-11-18T00:00:00.000000,3,HET 7 UUR-JOURNAAL,EEN,19:00:05,00:43:21,984.251
2019-11-18T00:00:00.000000,4,IEDEREEN BEROEMD,EEN,19:46:19,00:21:28,917.833
2019-11-18T00:00:00.000000,5,MIJ OVERKOMT HET NIET,EEN,20:41:59,00:35:20,746.092
2019-11-18T00:00:00.000000,6,NIEUWS 19U VTM,VTM,18:59:54,00:50:30,697.091
2019-11-18T00:00:00.000000,7,"BOER ZKT VROUW, DE WERELD ROND",VTM,20:37:47,00:55:19,686.925
2019-11-18T00:00:00.000000,8,BLOKKEN,EEN,18:29:40,00:27:14,680.071
2019-11-18T00:00:00.000000,9,FAMILIE,VTM,20:01:44,00:24:19,656.087
2019-11-18T00:00:00.000000,10,OOIT VRIJ,VIER,20:35:13,00:45:26,412.569
2019-11-18T00:00:00.000000,11,DE BUURTPOLITIE,VTM,18:19:19,00:27:33,401.740
2019-11-18T00:00:00.000000,12,HET 1 UUR-JOURNAAL,EEN,13:00:06,00:27:47,376.193
2019-11-18T00:00:00.000000,13,UNITE 42,EEN,21:20:10,00:48:08,302.341
2019-11-18T00:00:00.000000,14,WISSEL VAN DE MACHT,CANVAS,21:21:51,00:51:34,280.023
2019-11-18T00:00:00.000000,15,DOSSIER X,VTM,21:51:13,00:47:45,273.003
2019-11-18T00:00:00.000000,16,NIEUWS 13U VTM,VTM,12:59:54,00:26:42,247.564
2019-11-18T00:00:00.000000,17,HET JOURNAAL LAAT,EEN,22:10:08,00:15:52,247.013
2019-11-18T00:00:00.000000,18,DE AFSPRAAK,CANVAS,20:31:09,00:44:35,208.485
2019-11-18T00:00:00.000000,19,POULIDOR PREMIER,CANVAS,22:17:25,00:59:41,198.288
2019-11-18T00:00:00.000000,20,FIRST DATES,EEN,22:31:29,00:45:46,193.035
2019-11-19T00:00:00.000000,1,THUIS,EEN,20:11:40,00:25:18,1.150.848
2019-11-19T00:00:00.000000,2,VB. EK. KWALIF - BELGIE/CYPRUS,VTM,20:45:23,01:32:13,1.095.019
2019-11-19T00:00:00.000000,3,HET 7 UUR-JOURNAAL,EEN,19:00:05,00:40:58,1.044.394
2019-11-19T00:00:00.000000,4,IEDEREEN BEROEMD,EEN,19:44:31,00:21:06,991.471
2019-11-19T00:00:00.000000,5,BLOKKEN,EEN,18:30:49,00:27:15,774.767
2019-11-19T00:00:00.000000,6,DE SLIMSTE MENS TER WERELD,VIER,21:18:57,00:56:13,728.803
2019-11-19T00:00:00.000000,7,HET HUIS - DINA TERSAGO,EEN,20:39:19,00:54:06,726.599
2019-11-19T00:00:00.000000,8,NIEUWS 19U VTM,VTM,18:59:58,00:42:49,690.241
2019-11-19T00:00:00.000000,9,FAMILIE,VTM,19:52:17,00:24:35,656.542
2019-11-19T00:00:00.000000,10,VB. EK. KWALIF,VTM,20:25:36,00:39:05,587.156
2019-11-19T00:00:00.000000,11,DE BUURTPOLITIE,VTM,18:20:27,00:26:26,351.313
2019-11-19T00:00:00.000000,12,HET 1 UUR-JOURNAAL,EEN,13:00:05,00:25:50,315.258
2019-11-19T00:00:00.000000,13,FLIKKEN MAASTRICHT,EEN,17:21:34,00:42:27,287.231
2019-11-19T00:00:00.000000,14,NIEUWS 13U VTM,VTM,12:59:53,00:23:06,279.306
2019-11-19T00:00:00.000000,15,"LOIC, ZOT VAN KOKEN",VTM,17:59:17,00:15:41,203.966
2019-11-19T00:00:00.000000,16,FIRST DATES,EEN,22:51:07,00:45:41,197.194
2019-11-19T00:00:00.000000,17,NEIGHBOURS,EEN,17:00:05,00:21:21,187.728
2019-11-19T00:00:00.000000,18,HET JOURNAAL LAAT,EEN,22:27:16,00:16:41,183.524
2019-11-19T00:00:00.000000,19,TER ZAKE,CANVAS,20:00:05,00:32:20,177.609
2019-11-19T00:00:00.000000,20,WAT EEN DAG,VTM,23:04:13,00:44:34,174.638
2019-11-20T00:00:00.000000,1,THUIS,EEN,20:17:46,00:25:14,1.141.129
2019-11-20T00:00:00.000000,2,DE SLIMSTE MENS TER WERELD,VIER,21:23:31,00:56:39,983.439
2019-11-20T00:00:00.000000,3,IEDEREEN BEROEMD,EEN,19:47:07,00:20:51,976.844
2019-11-20T00:00:00.000000,4,HET 7 UUR-JOURNAAL,EEN,19:00:06,00:43:33,965.305
2019-11-20T00:00:00.000000,5,NIEUWS 19U VTM,VTM,18:59:54,00:51:52,707.728
2019-11-20T00:00:00.000000,6,BLOKKEN,EEN,18:30:47,00:27:14,707.307
2019-11-20T00:00:00.000000,7,CODE VAN COPPENS,VTM,20:38:33,00:52:59,682.690
2019-11-20T00:00:00.000000,8,FAMILIE,VTM,20:02:35,00:24:21,590.055
2019-11-20T00:00:00.000000,9,ANIMALITIS,EEN,20:45:02,00:46:50,517.283
2019-11-20T00:00:00.000000,10,"SERGIO & AXEL, VAN DE KAART",VTM,21:48:33,00:57:23,393.858
2019-11-20T00:00:00.000000,11,DE BUURTPOLITIE,VTM,18:19:47,00:26:29,348.965
2019-11-20T00:00:00.000000,12,HET 1 UUR-JOURNAAL,EEN,13:00:05,00:31:36,323.809
2019-11-20T00:00:00.000000,13,FOREVER YOUNG,VIER,20:40:14,00:33:48,304.524
2019-11-20T00:00:00.000000,14,HET JOURNAAL LAAT,EEN,22:20:45,00:15:46,286.445
2019-11-20T00:00:00.000000,15,FLIKKEN MAASTRICHT,EEN,17:14:58,00:48:02,247.729
2019-11-20T00:00:00.000000,16,EENZAAM,CANVAS,21:20:18,00:36:34,242.878
2019-11-20T00:00:00.000000,17,OOIT VRIJ,VIER,22:29:09,00:45:18,226.994
2019-11-20T00:00:00.000000,18,"LOIC, ZOT VAN KOKEN",VTM,17:59:31,00:15:26,211.692
2019-11-20T00:00:00.000000,19,NIEUWS 13U VTM,VTM,12:59:54,00:27:37,210.575
2019-11-20T00:00:00.000000,20,ROOKIE COPS,EEN,21:34:16,00:45:05,205.524
2019-11-21T00:00:00.000000,1,THUIS,EEN,20:11:59,00:25:25,1.095.321
2019-11-21T00:00:00.000000,2,HET 7 UUR-JOURNAAL,EEN,19:00:06,00:41:37,960.615
2019-11-21T00:00:00.000000,3,DE SLIMSTE MENS TER WERELD,VIER,21:28:03,00:57:52,942.010
2019-11-21T00:00:00.000000,4,IEDEREEN BEROEMD,EEN,19:44:12,00:21:32,882.410
2019-11-21T00:00:00.000000,5,NIEUWS 19U VTM,VTM,18:59:51,00:53:24,731.327
2019-11-21T00:00:00.000000,6,BLOKKEN,EEN,18:29:41,00:27:17,691.085
2019-11-21T00:00:00.000000,7,FAMILIE,VTM,20:04:28,00:24:46,623.892
2019-11-21T00:00:00.000000,8,"STEENRIJK, STRAATARM",VTM,20:40:06,00:41:07,606.552
2019-11-21T00:00:00.000000,9,APPEL D'URGENCE,EEN,20:39:45,00:44:02,522.162
2019-11-21T00:00:00.000000,10,ALLOO BIJ DE WEGPOLITIE,VTM,21:36:51,00:52:37,480.061
2019-11-21T00:00:00.000000,11,DE BUURTPOLITIE,VTM,18:17:58,00:27:44,357.311
2019-11-21T00:00:00.000000,12,HET 1 UUR-JOURNAAL,EEN,13:00:05,00:30:56,324.444
2019-11-21T00:00:00.000000,13,NIVEAU 4,VIER,20:35:14,00:40:53,314.787
2019-11-21T00:00:00.000000,14,HET JOURNAAL LAAT,EEN,22:33:01,00:17:19,302.618
2019-11-21T00:00:00.000000,15,FLIKKEN MAASTRICHT,EEN,17:15:43,00:48:20,252.494
2019-11-21T00:00:00.000000,16,NIEUWS 13U VTM,VTM,12:59:54,00:25:36,243.686
2019-11-21T00:00:00.000000,17,WAT EEN DAG,VTM,22:46:23,00:49:36,239.797
2019-11-21T00:00:00.000000,18,"LOIC, ZOT VAN KOKEN",VTM,17:58:43,00:15:21,224.341
2019-11-21T00:00:00.000000,19,DE AFSPRAAK,CANVAS,20:30:56,00:43:21,222.416
2019-11-21T00:00:00.000000,20,AUWCH,VIER,22:34:21,00:27:28,217.740
2019-11-22T00:00:00.000000,1,THUIS,EEN,20:13:25,00:25:24,1.025.278
