dateDiff,ranking,description,channel,startTime,rLength,rateInK
2019-11-22T00:00:00.000000,2,HET 7 UUR-JOURNAAL,EEN,19:00:05,00:39:11,816.917
2019-11-22T00:00:00.000000,3,IEDEREEN BEROEMD,EEN,19:43:15,00:21:29,791.194
2019-11-22T00:00:00.000000,4,BELGIUM'S GOT TALENT,VTM,20:41:27,01:29:08,776.562
2019-11-22T00:00:00.000000,5,NIEUWS 19U VTM,VTM,18:59:53,00:51:33,676.161
2019-11-22T00:00:00.000000,6,BLOKKEN,EEN,18:30:28,00:27:14,640.797
2019-11-22T00:00:00.000000,7,FAMILIE,VTM,20:02:22,00:24:56,590.309
2019-11-22T00:00:00.000000,8,LONDON KILLS,EEN,20:41:31,01:30:13,486.538
2019-11-22T00:00:00.000000,9,DE BUURTPOLITIE,VTM,18:19:34,00:26:03,356.868
2019-11-22T00:00:00.000000,10,HET 1 UUR-JOURNAAL,EEN,13:00:05,00:26:55,299.080
2019-11-22T00:00:00.000000,11,THE GOOD DOCTOR,VTM,22:37:47,00:40:34,285.059
2019-11-22T00:00:00.000000,12,NIEUWS 13U VTM,VTM,12:59:54,00:25:35,253.687
2019-11-22T00:00:00.000000,13,FLIKKEN MAASTRICHT,EEN,17:15:02,00:48:25,246.357
2019-11-22T00:00:00.000000,14,SPORTS LATE NIGHT,VIER,23:05:11,00:15:29,223.612
2019-11-22T00:00:00.000000,15,POLDARK,EEN,22:14:50,00:58:35,217.784
2019-11-22T00:00:00.000000,16,HET JOURNAAL LAAT,EEN,23:15:38,00:16:12,195.003
2019-11-22T00:00:00.000000,17,DE AFSPRAAK,CANVAS,20:31:26,00:43:54,183.041
2019-11-22T00:00:00.000000,18,NEIGHBOURS,EEN,16:53:05,00:21:49,160.472
2019-11-22T00:00:00.000000,19,FAIL ARMY,VIER,22:47:29,00:15:17,142.262
2019-11-22T00:00:00.000000,20,TER ZAKE,CANVAS,20:00:05,00:31:21,137.200
2019-11-23T00:00:00.000000,1,HET 7 UUR-JOURNAAL,EEN,19:00:07,00:31:36,608.936
2019-11-23T00:00:00.000000,2,NIEUWS 19U VTM,VTM,18:59:52,00:42:58,578.797
2019-11-23T00:00:00.000000,3,COMEDY TOPPERS,VTM,19:53:39,00:23:50,546.445
2019-11-23T00:00:00.000000,4,FC DE KAMPIOENEN,EEN,20:52:35,00:39:01,544.030
2019-11-23T00:00:00.000000,5,VELDRIJDEN. WACHTEBEKE H.,EEN,14:58:37,01:17:18,477.282
2019-11-23T00:00:00.000000,6,THE SECRET LIFE OF THE ZOO,EEN,20:17:59,00:30:35,419.432
2019-11-23T00:00:00.000000,7,IEDEREEN BEROEMD,EEN,19:39:07,00:29:35,388.087
2019-11-23T00:00:00.000000,8,VELDRIJDEN. WACHTEBEKE D.,EEN,13:43:51,01:00:29,376.657
2019-11-23T00:00:00.000000,9,SPORZA,EEN,13:31:45,00:27:14,373.866
2019-11-23T00:00:00.000000,10,HET 1 UUR-JOURNAAL,EEN,13:00:05,00:24:41,360.543
2019-11-23T00:00:00.000000,11,DE BATTLE,VIER,20:10:14,01:14:19,358.853
2019-11-23T00:00:00.000000,12,LE CLAN DES RENARDS,EEN,18:13:41,00:43:39,349.806
2019-11-23T00:00:00.000000,13,CARDINAL,CANVAS,21:25:22,00:41:32,311.724
2019-11-23T00:00:00.000000,14,BEESTIG,VTM,18:17:21,00:27:23,303.823
2019-11-23T00:00:00.000000,15,NIEUWS 13U VTM,VTM,12:59:54,00:24:54,283.966
2019-11-23T00:00:00.000000,16,SPORTS LATE NIGHT,VIER,23:14:11,00:50:42,279.518
2019-11-23T00:00:00.000000,17,NIGHT AT THE MUSEUM,EEN,21:34:38,01:40:39,261.710
2019-11-23T00:00:00.000000,18,FLIKKEN MAASTRICHT,EEN,17:07:21,00:50:31,239.923
2019-11-23T00:00:00.000000,19,"SPIDER-MAN, HOMECOMING",VTM,20:33:18,02:00:31,208.055
2019-11-23T00:00:00.000000,20,RIJKER DAN JE DENKT?,VTM,17:12:30,00:50:57,205.753
2019-11-24T00:00:00.000000,1,DE TWAALF,EEN,21:03:11,00:45:45,1.051.605
2019-11-24T00:00:00.000000,2,DONDEREN IN KEULEN,EEN,20:02:39,00:57:16,1.020.868
2019-11-24T00:00:00.000000,3,HET 7 UUR-JOURNAAL,EEN,19:00:07,00:22:15,982.311
2019-11-24T00:00:00.000000,4,SPORTWEEKEND,EEN,19:22:30,00:33:06,861.554
2019-11-24T00:00:00.000000,5,NIEUWS 19U VTM,VTM,18:59:54,00:45:28,552.251
2019-11-24T00:00:00.000000,6,VELDRIJDEN. KOKSIJDE H.,EEN,15:01:07,01:21:54,518.002
2019-11-24T00:00:00.000000,7,HET 1 UUR-JOURNAAL,EEN,12:59:56,00:23:26,496.928
2019-11-24T00:00:00.000000,8,MAKE BELGIUM GREAT AGAIN,VTM,19:57:07,01:05:32,434.025
2019-11-24T00:00:00.000000,9,SPORZA,EEN,13:29:25,00:27:53,425.832
2019-11-24T00:00:00.000000,10,VELDRIJDEN. KOKSIJDE D.,EEN,13:30:42,01:08:11,405.924
2019-11-24T00:00:00.000000,11,FLYING TO THE ENDS OF THE EARTH - THE SOUTH PACIFIC,EEN,21:51:40,00:47:02,383.484
2019-11-24T00:00:00.000000,12,DAGELIJKSE KOST,EEN,18:11:26,00:45:22,345.293
2019-11-24T00:00:00.000000,13,VELDLOPEN. ROESELARE (S.),EEN,16:26:54,00:15:28,343.253
2019-11-24T00:00:00.000000,14,HET JOURNAAL LAAT,EEN,22:39:29,00:16:31,291.551
2019-11-24T00:00:00.000000,15,DE ZEVENDE DAG,EEN,11:00:05,01:59:48,282.867
2019-11-24T00:00:00.000000,16,SPECTRE,VTM,21:25:56,02:15:38,269.282
2019-11-24T00:00:00.000000,17,NIEUWS 13U VTM,VTM,12:59:54,00:35:17,264.521
2019-11-24T00:00:00.000000,18,BELGIUM'S GOT TALENT,VTM,17:12:09,01:29:06,225.548
2019-11-24T00:00:00.000000,19,TENNIS. DAVIS CUP - CANADA/SPANJE,EEN,16:43:07,01:20:01,217.889
2019-11-24T00:00:00.000000,20,SPORTS LATE NIGHT,VIER,22:22:03,01:05:00,211.198
2019-11-25T00:00:00.000000,1,THUIS,EEN,20:12:53,00:25:28,1.201.129
2019-11-25T00:00:00.000000,2,HET 7 UUR-JOURNAAL,EEN,19:00:05,00:40:41,1.021.140
2019-11-25T00:00:00.000000,3,DE SLIMSTE MENS TER WERELD,VIER,21:31:15,00:55:18,1.000.412
2019-11-25T00:00:00.000000,4,IEDEREEN BEROEMD,EEN,19:44:44,00:21:20,997.071
2019-11-25T00:00:00.000000,5,BLOKKEN,EEN,18:30:29,00:27:15,762.258
2019-11-25T00:00:00.000000,6,"BOER ZKT VROUW, DE WERELD ROND",VTM,20:44:20,00:55:30,739.732
2019-11-25T00:00:00.000000,7,MIJ OVERKOMT HET NIET,EEN,20:41:59,00:34:19,720.869
2019-11-25T00:00:00.000000,8,FAMILIE,VTM,20:08:09,00:25:13,681.677
2019-11-25T00:00:00.000000,9,NIEUWS 19U VTM,VTM,19:00:00,00:48:13,676.630
2019-11-25T00:00:00.000000,10,OOIT VRIJ,VIER,20:35:14,00:41:28,503.183
2019-11-25T00:00:00.000000,11,DE BUURTPOLITIE,VTM,18:20:47,00:25:23,385.293
2019-11-25T00:00:00.000000,12,HET 1 UUR-JOURNAAL,EEN,13:00:05,00:29:46,338.822
2019-11-25T00:00:00.000000,13,FLIKKEN MAASTRICHT,EEN,17:13:19,00:50:43,279.500
2019-11-25T00:00:00.000000,14,NIEUWS 13U VTM,VTM,12:59:54,00:27:30,262.108
2019-11-25T00:00:00.000000,15,DOSSIER X,VTM,21:58:22,00:45:37,255.834
2019-11-25T00:00:00.000000,16,UNITE 42,EEN,21:19:05,00:49:42,232.039
2019-11-25T00:00:00.000000,17,WISSEL VAN DE MACHT,CANVAS,21:23:44,00:51:30,225.973
2019-11-25T00:00:00.000000,18,EXTRA TIME,CANVAS,22:20:15,01:08:03,214.666
2019-11-25T00:00:00.000000,19,FIRST DATES,EEN,22:32:25,00:45:35,212.370
2019-11-25T00:00:00.000000,20,DE AFSPRAAK,CANVAS,20:31:38,00:46:21,204.251
2019-11-26T00:00:00.000000,1,THUIS,EEN,20:11:54,00:25:19,1.133.031
2019-11-26T00:00:00.000000,2,DE SLIMSTE MENS TER WERELD,VIER,21:14:45,00:55:00,925.460
2019-11-26T00:00:00.000000,3,HET HUIS - WILLY SOMMERS,EEN,20:39:24,00:54:15,846.704
2019-11-26T00:00:00.000000,4,HET 7 UUR-JOURNAAL,EEN,19:00:05,00:38:46,831.290
2019-11-26T00:00:00.000000,5,IEDEREEN BEROEMD,EEN,19:42:17,00:22:10,763.322
2019-11-26T00:00:00.000000,6,BLOKKEN,EEN,18:30:57,00:27:07,736.147
2019-11-26T00:00:00.000000,7,NIEUWS 19U VTM,VTM,18:59:58,00:48:15,605.014
2019-11-26T00:00:00.000000,8,FAMILIE,VTM,20:07:50,00:25:35,590.496
2019-11-26T00:00:00.000000,9,VB. C1 UEFA SCHIFT - GALATASARAY/CL.BRUGGE,VIER,18:55:49,01:41:58,534.364
2019-11-26T00:00:00.000000,10,ANDY OP PATROUILLE,VTM,20:43:34,00:46:00,425.216
2019-11-26T00:00:00.000000,11,HET 1 UUR-JOURNAAL,EEN,13:00:06,00:28:01,387.860
2019-11-26T00:00:00.000000,12,DE BUURTPOLITIE,VTM,18:20:33,00:25:49,331.121
2019-11-26T00:00:00.000000,13,FAROEK,VTM,21:49:11,00:41:52,300.216
2019-11-26T00:00:00.000000,14,FLIKKEN MAASTRICHT,EEN,17:19:03,00:45:00,266.147
2019-11-26T00:00:00.000000,15,NIEUWS 13U VTM,VTM,12:59:54,00:25:11,238.879
2019-11-26T00:00:00.000000,16,DE IDEALE WERELD,CANVAS,22:15:24,00:40:02,233.082
2019-11-26T00:00:00.000000,17,"LOIC, ZOT VAN KOKEN",VTM,17:59:19,00:16:19,215.904
2019-11-26T00:00:00.000000,18,"ZO MAN, ZO VROUW",VIER,22:22:50,00:38:45,204.497
2019-11-26T00:00:00.000000,19,HET JOURNAAL LAAT,EEN,22:26:58,00:16:24,200.874
2019-11-26T00:00:00.000000,20,UEFA CHAMPIONS LEAGUE,VIER,23:12:38,00:30:46,200.025
2019-11-27T00:00:00.000000,1,THUIS,EEN,20:15:10,00:25:03,1.120.566
2019-11-27T00:00:00.000000,2,HET 7 UUR-JOURNAAL,EEN,19:00:09,00:42:25,964.997
2019-11-27T00:00:00.000000,3,IEDEREEN BEROEMD,EEN,19:45:20,00:20:47,964.585
2019-11-27T00:00:00.000000,4,DE SLIMSTE MENS TER WERELD,VIER,21:26:14,00:56:09,949.419
2019-11-27T00:00:00.000000,5,BLOKKEN,EEN,18:31:42,00:26:15,708.909
2019-11-27T00:00:00.000000,6,NIEUWS 19U VTM,VTM,18:59:50,00:49:38,684.855
2019-11-27T00:00:00.000000,7,FAMILIE,VTM,20:09:14,00:24:51,658.759
2019-11-27T00:00:00.000000,8,CODE VAN COPPENS,VTM,20:44:49,00:55:02,655.587
2019-11-27T00:00:00.000000,9,ANIMALITIS,EEN,20:43:36,00:46:04,413.892
2019-11-27T00:00:00.000000,10,VB. C1 UEFA SCHIFT - GENK/SALZBURG,Q2,21:01:18,01:32:47,354.834
2019-11-27T00:00:00.000000,11,HET 1 UUR-JOURNAAL,EEN,13:00:06,00:32:48,338.801
2019-11-27T00:00:00.000000,12,DE BUURTPOLITIE,VTM,18:18:40,00:27:40,305.585
2019-11-27T00:00:00.000000,13,"HELDEN VAN HIER, DOOR HET VUUR",VTM,21:59:44,00:54:16,274.918
2019-11-27T00:00:00.000000,14,DE AFSPRAAK,CANVAS,20:31:44,00:46:47,258.701
2019-11-27T00:00:00.000000,15,FLIKKEN MAASTRICHT,EEN,17:20:03,00:43:59,252.637
2019-11-27T00:00:00.000000,16,FOREVER YOUNG,VIER,20:40:14,00:35:30,239.073
2019-11-27T00:00:00.000000,17,NIEUWS 13U VTM,VTM,12:59:54,00:25:44,238.196
2019-11-27T00:00:00.000000,18,EENZAAM,CANVAS,21:24:21,00:34:52,230.733
2019-11-27T00:00:00.000000,19,OOIT VRIJ,VIER,22:32:48,00:41:28,202.949
2019-11-27T00:00:00.000000,20,VB. C1 UEFA SCHIFT,Q2,20:35:20,01:07:45,190.780
2019-11-28T00:00:00.000000,1,THUIS,EEN,20:13:23,00:25:01,1.064.790
2019-11-28T00:00:00.000000,2,DE SLIMSTE MENS TER WERELD,VIER,21:27:20,00:52:34,973.028
2019-11-28T00:00:00.000000,3,HET 7 UUR-JOURNAAL,EEN,19:00:03,00:40:15,813.072
2019-11-28T00:00:00.000000,4,"BOER ZKT VROUW, DE WERELD ROND",VTM,20:43:20,00:52:39,780.418
2019-11-28T00:00:00.000000,5,IEDEREEN BEROEMD,EEN,19:42:56,00:21:51,777.375
2019-11-28T00:00:00.000000,6,BLOKKEN,EEN,18:29:43,00:27:15,713.265
2019-11-28T00:00:00.000000,7,NIEUWS 19U VTM,VTM,18:59:54,00:48:36,664.111
2019-11-28T00:00:00.000000,8,FAMILIE,VTM,20:08:10,00:25:22,589.243
2019-11-28T00:00:00.000000,9,ALLOO BIJ DE WEGPOLITIE,VTM,21:54:54,00:58:33,459.196
2019-11-28T00:00:00.000000,10,APPEL D'URGENCE,EEN,20:41:29,00:42:57,440.804
2019-11-28T00:00:00.000000,11,HET 1 UUR-JOURNAAL,EEN,13:00:05,00:29:58,357.065
2019-11-28T00:00:00.000000,12,NIVEAU 4,VIER,20:35:15,00:41:04,314.118
2019-11-28T00:00:00.000000,13,VB. C3 UEFA SCHIFT - VITORIA/STANDARD,CANVAS,21:02:45,01:38:47,305.291
2019-11-28T00:00:00.000000,14,FLIKKEN MAASTRICHT,EEN,17:16:42,00:46:50,300.696
2019-11-28T00:00:00.000000,15,DE BUURTPOLITIE,VTM,18:20:17,00:26:13,299.234
2019-11-28T00:00:00.000000,16,NIEUWS 13U VTM,VTM,12:59:53,00:27:15,265.392
2019-11-28T00:00:00.000000,17,"LOIC, ZOT VAN KOKEN",VTM,18:00:23,00:15:26,236.516
2019-11-28T00:00:00.000000,18,VB. C3 UEFA SCHIFT - ST-ETIENNE/GENT (2HT),OP 12,19:56:57,00:49:11,225.945
2019-11-28T00:00:00.000000,19,FIRST DATES,EEN,22:50:36,00:45:41,205.334
2019-11-28T00:00:00.000000,20,VB. C3 UEFA SCHIFT - ST-ETIENNE/GENT (1HT),CANVAS,18:55:29,00:46:10,193.690
2019-11-29T00:00:00.000000,1,THUIS,EEN,20:14:51,00:25:14,1.037.586
2019-11-29T00:00:00.000000,2,HET 7 UUR-JOURNAAL,EEN,19:00:04,00:43:02,862.629
2019-11-29T00:00:00.000000,3,IEDEREEN BEROEMD,EEN,19:45:36,00:21:14,763.682
2019-11-29T00:00:00.000000,4,BLOKKEN,EEN,18:30:38,00:26:37,750.159
2019-11-29T00:00:00.000000,5,NIEUWS 19U VTM,VTM,18:59:55,00:47:30,687.618
2019-11-29T00:00:00.000000,6,"RODE NEUZEN DAG, DE LIVESHOW",VTM,20:40:52,01:38:53,653.101
2019-11-29T00:00:00.000000,7,FAMILIE,VTM,20:03:49,00:25:42,581.125
2019-11-29T00:00:00.000000,8,LONDON KILLS,EEN,20:44:05,01:29:37,442.081
2019-11-29T00:00:00.000000,9,HET 1 UUR-JOURNAAL,EEN,13:00:06,00:29:44,351.604
2019-11-29T00:00:00.000000,10,DE BUURTPOLITIE,VTM,18:22:03,00:23:37,317.642
2019-11-29T00:00:00.000000,11,"RODE NEUZEN DAG, THE BEST OF",VTM,22:48:11,01:22:32,279.089
2019-11-29T00:00:00.000000,12,FLIKKEN MAASTRICHT,EEN,17:19:05,00:44:26,257.837
2019-11-29T00:00:00.000000,13,DE AFSPRAAK,CANVAS,20:36:00,00:40:54,238.997
2019-11-29T00:00:00.000000,14,NIEUWS 13U VTM,VTM,12:59:54,00:26:35,224.238
2019-11-29T00:00:00.000000,15,"LOIC, ZOT VAN KOKEN",VTM,18:02:07,00:15:19,211.951
2019-11-29T00:00:00.000000,16,POLDARK,EEN,22:17:55,00:58:50,197.750
2019-11-29T00:00:00.000000,17,TER ZAKE,CANVAS,20:00:06,00:35:54,172.604
2019-11-29T00:00:00.000000,18,SPORTS LATE NIGHT,VIER,23:12:41,00:15:45,171.589
2019-11-29T00:00:00.000000,19,HET JOURNAAL LAAT,EEN,23:19:40,00:15:59,155.653
2019-11-29T00:00:00.000000,20,BELPOP - LUC DE VOS,CANVAS,21:22:01,00:52:19,147.573
2019-11-30T00:00:00.000000,1,HET 7 UUR-JOURNAAL,EEN,19:00:06,00:33:56,654.086
2019-11-30T00:00:00.000000,2,COMEDY TOPPERS,VTM,19:51:57,00:24:28,524.112
2019-11-30T00:00:00.000000,3,NIEUWS 19U VTM,VTM,18:59:55,00:40:43,511.397
2019-11-30T00:00:00.000000,4,FC DE KAMPIOENEN,EEN,20:56:20,00:34:26,484.842
2019-11-30T00:00:00.000000,5,THE SECRET LIFE OF THE ZOO,EEN,20:22:08,00:30:36,459.437
2019-11-30T00:00:00.000000,6,IEDEREEN BEROEMD,EEN,19:41:24,00:32:03,437.015
2019-11-30T00:00:00.000000,7,VELDRIJDEN. KORTRIJK H.,EEN,14:57:35,01:29:31,381.317
2019-11-30T00:00:00.000000,8,DE BATTLE,VIER,20:25:14,01:18:01,347.535
2019-11-30T00:00:00.000000,9,VELDRIJDEN. KORTRIJK D.,EEN,13:42:58,01:01:17,328.026
2019-11-30T00:00:00.000000,10,HET 1 UUR-JOURNAAL,EEN,13:00:06,00:26:56,316.831
2019-11-30T00:00:00.000000,11,LES MISERABLES,EEN,21:34:23,02:04:38,305.745
2019-11-30T00:00:00.000000,12,SPORZA,EEN,13:34:17,00:22:36,291.152
2019-11-30T00:00:00.000000,13,VB. EK. LOTING,EEN,17:39:32,01:17:41,255.169
2019-11-30T00:00:00.000000,14,BEESTIG,VTM,18:21:58,00:24:18,253.245
2019-11-30T00:00:00.000000,15,CARDINAL,CANVAS,20:38:42,00:41:31,250.983
2019-11-30T00:00:00.000000,16,"STAR WARS, THE FORCE AWAKENS",VTM,20:30:54,02:01:58,230.320
2019-11-30T00:00:00.000000,17,NIEUWS 13U VTM,VTM,12:59:54,00:25:09,211.442
2019-11-30T00:00:00.000000,18,HET JOURNAAL LAAT,EEN,23:40:46,00:16:02,203.311
2019-11-30T00:00:00.000000,19,SPORTS LATE NIGHT,VIER,23:00:08,00:50:07,195.998
2019-11-30T00:00:00.000000,20,VILLA POLITICA,EEN,16:27:55,00:29:03,183.399
2019-12-01T00:00:00.000000,1,DE TWAALF,EEN,21:04:38,00:49:17,1.087.750
2019-12-01T00:00:00.000000,2,DONDEREN IN KEULEN,EEN,20:04:51,00:56:07,1.073.082
2019-12-01T00:00:00.000000,3,SPORTWEEKEND,EEN,19:23:20,00:32:43,1.008.485
2019-12-01T00:00:00.000000,4,HET 7 UUR-JOURNAAL,EEN,19:00:05,00:23:08,997.512
2019-12-01T00:00:00.000000,5,NIEUWS 19U VTM,VTM,18:59:51,00:46:56,600.487
2019-12-01T00:00:00.000000,6,LILI EN MARLEEN,VTM,19:58:02,00:30:00,556.699
2019-12-01T00:00:00.000000,7,HET 1 UUR-JOURNAAL,EEN,13:00:06,00:27:25,499.161
2019-12-01T00:00:00.000000,8,DAGELIJKSE KOST,EEN,18:12:17,00:45:14,464.702
2019-12-01T00:00:00.000000,9,FLYING TO THE ENDS OF THE EARTH - PERU,EEN,21:57:17,00:47:10,368.970
2019-12-01T00:00:00.000000,10,VELDRIJDEN. MOL (S.),EEN,17:08:06,00:29:39,345.005
2019-12-01T00:00:00.000000,11,F1. WK. GP. ABU DHABI (S.),EEN,17:37:57,00:25:02,338.612
2019-12-01T00:00:00.000000,12,DE ZEVENDE DAG,EEN,11:00:06,01:57:38,306.528
2019-12-01T00:00:00.000000,13,HET JOURNAAL LAAT,EEN,22:46:57,00:16:58,298.693
2019-12-01T00:00:00.000000,14,SPORTS LATE NIGHT,VIER,22:24:39,01:09:20,283.105
2019-12-01T00:00:00.000000,15,THE WONDER OF ANIMALS,EEN,13:34:03,00:29:03,279.979
2019-12-01T00:00:00.000000,16,FURIOUS 7,VTM,20:42:27,02:06:00,260.571
2019-12-01T00:00:00.000000,17,DIEREN IN NESTEN,EEN,14:03:40,00:29:49,239.123
2019-12-01T00:00:00.000000,18,NIEUWS 13U VTM,VTM,12:59:54,00:34:11,212.890
2019-12-01T00:00:00.000000,19,INSPECTOR MORSE,EEN,14:34:06,01:38:57,208.330
2019-12-01T00:00:00.000000,20,HET HUIS - WILLY SOMMERS,EEN,16:13:16,00:54:16,203.155
2019-12-02T00:00:00.000000,1,THUIS,EEN,20:14:57,00:24:59,1.195.995
2019-12-02T00:00:00.000000,2,HET 7 UUR-JOURNAAL,EEN,19:00:04,00:43:47,1.058.798
2019-12-02T00:00:00.000000,3,DE SLIMSTE MENS TER WERELD,VIER,21:31:13,00:56:44,1.013.655
2019-12-02T00:00:00.000000,4,IEDEREEN BEROEMD,EEN,19:47:30,00:20:41,986.310
2019-12-02T00:00:00.000000,5,BLOKKEN,EEN,18:29:47,00:27:16,776.324
2019-12-02T00:00:00.000000,6,HOE ZAL IK HET ZEGGEN?,VTM,20:41:00,00:54:10,733.144
2019-12-02T00:00:00.000000,7,NIEUWS 19U VTM,VTM,18:59:49,00:53:32,715.922
2019-12-02T00:00:00.000000,8,FAMILIE,VTM,20:04:39,00:25:30,633.901
2019-12-02T00:00:00.000000,9,MIJ OVERKOMT HET NIET,EEN,20:42:34,00:37:56,621.079
2019-12-02T00:00:00.000000,10,OOIT VRIJ,VIER,20:35:14,00:42:03,473.589
2019-12-02T00:00:00.000000,11,HET 1 UUR-JOURNAAL,EEN,13:00:06,00:30:02,333.155
2019-12-02T00:00:00.000000,12,DE BUURTPOLITIE,VTM,18:23:02,00:24:29,317.210
2019-12-02T00:00:00.000000,13,EXTRA TIME,CANVAS,22:17:00,01:11:06,303.459
2019-12-02T00:00:00.000000,14,DE AFSPRAAK,CANVAS,20:31:07,00:45:58,294.193
2019-12-02T00:00:00.000000,15,UNITE 42,EEN,21:24:17,00:47:45,275.487
2019-12-02T00:00:00.000000,16,FLIKKEN MAASTRICHT,EEN,17:20:24,00:42:35,249.214
2019-12-02T00:00:00.000000,17,WISSEL VAN DE MACHT,CANVAS,21:21:59,00:51:06,244.840
2019-12-02T00:00:00.000000,18,DOSSIER X,VTM,21:51:53,00:46:30,233.338
2019-12-02T00:00:00.000000,19,NIEUWS 13U VTM,VTM,12:59:54,00:27:39,227.270
2019-12-02T00:00:00.000000,20,TER ZAKE,CANVAS,20:00:05,00:31:02,223.083
