dateDiff,ranking,description,channel,startTime,rLength,rateInK
2019-12-14T00:00:00.000000,1,HET 7 UUR-JOURNAAL,EEN,19:00:05,00:33:02,711.572
2019-12-14T00:00:00.000000,2,COMEDY TOPPERS,VTM,19:54:12,00:23:59,561.850
2019-12-14T00:00:00.000000,3,NIEUWS 19U VTM,VTM,18:59:53,00:42:14,545.694
2019-12-14T00:00:00.000000,4,FC DE KAMPIOENEN,EEN,20:57:24,00:31:55,541.594
2019-12-14T00:00:00.000000,5,VELDRIJDEN. RONSE H.,EEN,14:58:05,01:14:05,510.078
2019-12-14T00:00:00.000000,6,THE SECRET LIFE OF THE ZOO,EEN,20:22:15,00:31:13,446.889
2019-12-14T00:00:00.000000,7,VELDRIJDEN. RONSE D.,EEN,13:41:53,01:09:21,407.013
2019-12-14T00:00:00.000000,8,MAGICAL ICELAND,EEN,18:12:44,00:43:54,395.939
2019-12-14T00:00:00.000000,9,IEDEREEN BEROEMD,EEN,19:41:10,00:31:23,356.349
2019-12-14T00:00:00.000000,10,SPORZA,EEN,13:32:11,00:24:59,354.119
2019-12-14T00:00:00.000000,11,BRIDGET JONES'S BABY,VTM,20:35:35,01:50:29,340.794
2019-12-14T00:00:00.000000,12,HET 1 UUR-JOURNAAL,EEN,13:00:05,00:25:05,322.326
2019-12-14T00:00:00.000000,13,FLIKKEN MAASTRICHT,EEN,17:13:25,00:43:43,288.190
2019-12-14T00:00:00.000000,14,OLIVER TWIST,EEN,21:33:38,02:00:49,285.955
2019-12-14T00:00:00.000000,15,DEN DOENDE DETEKTIVEN,CANVAS,20:37:46,01:23:08,282.789
2019-12-14T00:00:00.000000,16,NIEUWS 13U VTM,VTM,12:59:54,00:26:05,280.291
2019-12-14T00:00:00.000000,17,SPORTS LATE NIGHT,VIER,23:02:19,00:43:37,241.948
2019-12-14T00:00:00.000000,18,BEESTIG,VTM,18:20:23,00:25:27,232.016
2019-12-14T00:00:00.000000,19,HET JOURNAAL LAAT,EEN,23:37:37,00:17:34,216.006
2019-12-14T00:00:00.000000,20,DIEREN IN NESTEN,EEN,16:51:53,00:20:27,171.619
2019-12-15T00:00:00.000000,1,KAMP WAES,EEN,20:01:37,00:53:00,1.475.028
2019-12-15T00:00:00.000000,2,DE TWAALF,EEN,20:58:19,00:45:44,967.387
2019-12-15T00:00:00.000000,3,HET 7 UUR-JOURNAAL,EEN,19:00:05,00:22:00,878.916
2019-12-15T00:00:00.000000,4,SPORTWEEKEND,EEN,19:22:05,00:32:11,819.826
2019-12-15T00:00:00.000000,5,VELDRIJDEN. OVERIJSE H.,EEN,14:57:58,01:08:13,613.826
2019-12-15T00:00:00.000000,6,NIEUWS 19U VTM,VTM,18:59:55,00:46:19,566.046
2019-12-15T00:00:00.000000,7,LILI EN MARLEEN,VTM,19:57:59,00:29:09,563.176
2019-12-15T00:00:00.000000,8,HET 1 UUR-JOURNAAL,EEN,13:00:00,00:25:47,531.041
2019-12-15T00:00:00.000000,9,VELDRIJDEN. OVERIJSE D.,EEN,13:42:13,01:06:15,528.453
2019-12-15T00:00:00.000000,10,SPORZA,EEN,13:32:18,00:25:44,485.257
2019-12-15T00:00:00.000000,11,GREAT AUSTRALIAN RAILWAY JOURNEYS,EEN,21:47:01,00:58:54,409.384
2019-12-15T00:00:00.000000,12,DAGELIJKSE KOST,EEN,18:11:43,00:45:22,374.992
2019-12-15T00:00:00.000000,13,"INDEPENDENCE DAY, RESURGENCE",VTM,20:42:11,01:45:30,324.914
2019-12-15T00:00:00.000000,14,DE ZEVENDE DAG,EEN,11:00:09,01:58:28,323.761
2019-12-15T00:00:00.000000,15,NIEUWS 13U VTM,VTM,12:59:54,00:32:11,273.468
2019-12-15T00:00:00.000000,16,HET JOURNAAL LAAT,EEN,22:48:43,00:15:08,270.293
2019-12-15T00:00:00.000000,17,SPORTS LATE NIGHT,VIER,22:24:23,01:08:25,264.088
2019-12-15T00:00:00.000000,18,BELGIUM'S GOT TALENT,VTM,17:12:49,01:29:05,215.950
2019-12-15T00:00:00.000000,19,BASKET. BB. 1/4F - OOSTENDE/CHARLEROI,EEN,16:12:46,01:50:41,193.216
2019-12-15T00:00:00.000000,20,RUSSIA WITH SIMON REEVE,CANVAS,21:02:32,00:57:38,162.728
2019-12-16T00:00:00.000000,1,THUIS,EEN,20:13:17,00:25:24,1.129.049
2019-12-16T00:00:00.000000,2,DE SLIMSTE MENS TER WERELD,VIER,21:35:20,00:56:59,1.117.573
2019-12-16T00:00:00.000000,3,HET 7 UUR-JOURNAAL,EEN,19:00:06,00:40:05,996.776
2019-12-16T00:00:00.000000,4,IEDEREEN BEROEMD,EEN,19:44:25,00:21:33,975.574
2019-12-16T00:00:00.000000,5,NIEUWS 19U VTM,VTM,18:59:53,00:50:55,765.838
2019-12-16T00:00:00.000000,6,BLOKKEN,EEN,18:31:23,00:26:23,741.728
2019-12-16T00:00:00.000000,7,HOE ZAL IK HET ZEGGEN?,VTM,20:37:57,00:46:15,693.097
2019-12-16T00:00:00.000000,8,FAMILIE,VTM,20:01:50,00:24:45,634.170
2019-12-16T00:00:00.000000,9,MIJ OVERKOMT HET NIET,EEN,20:42:53,00:37:41,587.391
2019-12-16T00:00:00.000000,10,OOIT VRIJ,VIER,20:36:14,00:43:16,492.558
2019-12-16T00:00:00.000000,11,HET 1 UUR-JOURNAAL,EEN,13:00:05,00:25:49,410.682
2019-12-16T00:00:00.000000,12,DE BUURTPOLITIE,VTM,18:22:12,00:23:54,373.537
2019-12-16T00:00:00.000000,13,FLIKKEN MAASTRICHT,EEN,17:13:24,00:49:29,328.217
2019-12-16T00:00:00.000000,14,NIEUWS 13U VTM,VTM,12:59:54,00:24:04,300.499
2019-12-16T00:00:00.000000,15,BELPOP - BART PEETERS,EEN,21:23:53,00:51:49,295.765
2019-12-16T00:00:00.000000,16,WISSEL VAN DE MACHT,CANVAS,21:17:04,00:51:42,233.998
2019-12-16T00:00:00.000000,17,TELEFACTS,VTM,21:44:45,00:44:24,229.189
2019-12-16T00:00:00.000000,18,DE AFSPRAAK,CANVAS,20:30:45,00:41:18,228.496
2019-12-16T00:00:00.000000,19,EXTRA TIME,CANVAS,22:12:22,01:06:48,214.474
2019-12-16T00:00:00.000000,20,FIRST DATES,EEN,22:38:58,00:46:32,206.848
2019-12-17T00:00:00.000000,1,THUIS,EEN,20:14:23,00:25:16,1.081.647
2019-12-17T00:00:00.000000,2,DE SLIMSTE MENS TER WERELD,VIER,21:26:36,00:51:49,1.066.968
2019-12-17T00:00:00.000000,3,HET 7 UUR-JOURNAAL,EEN,19:00:05,00:41:24,927.731
2019-12-17T00:00:00.000000,4,IEDEREEN BEROEMD,EEN,19:44:36,00:22:06,878.653
2019-12-17T00:00:00.000000,5,HET HUIS - LYNN WESENBEEK,EEN,20:42:55,00:55:01,833.777
2019-12-17T00:00:00.000000,6,BLOKKEN,EEN,18:29:25,00:27:04,692.606
2019-12-17T00:00:00.000000,7,NIEUWS 19U VTM,VTM,18:59:53,00:52:37,664.638
2019-12-17T00:00:00.000000,8,FAMILIE,VTM,20:03:28,00:24:16,649.763
2019-12-17T00:00:00.000000,9,ANDY OP PATROUILLE,VTM,20:40:09,00:46:44,331.221
2019-12-17T00:00:00.000000,10,GEUBELS EN DE BELGEN,VIER,20:36:13,00:34:33,312.206
2019-12-17T00:00:00.000000,11,HET 1 UUR-JOURNAAL,EEN,13:00:04,00:28:57,292.089
2019-12-17T00:00:00.000000,12,HET JOURNAAL LAAT,EEN,22:28:25,00:16:20,291.702
2019-12-17T00:00:00.000000,13,FAROEK,VTM,21:48:34,00:41:11,281.601
2019-12-17T00:00:00.000000,14,DE BUURTPOLITIE,VTM,18:21:50,00:24:55,275.902
2019-12-17T00:00:00.000000,15,FLIKKEN MAASTRICHT,EEN,17:21:18,00:42:43,255.459
2019-12-17T00:00:00.000000,16,NIEUWS 13U VTM,VTM,12:59:54,00:24:22,250.372
2019-12-17T00:00:00.000000,17,DE AFSPRAAK,CANVAS,20:35:00,00:47:19,211.478
2019-12-17T00:00:00.000000,18,VB. BB. 1/4F - ZULTE WAREGEM/CHARLEROI,Q2,20:45:28,01:36:08,204.536
2019-12-17T00:00:00.000000,19,BEVERGEM,EEN,21:40:28,00:46:08,199.934
2019-12-17T00:00:00.000000,20,FIRST DATES,EEN,22:51:18,00:46:25,197.189
2019-12-18T00:00:00.000000,1,DE SLIMSTE MENS TER WERELD,VIER,21:47:46,00:56:10,1.114.818
2019-12-18T00:00:00.000000,2,THUIS,EEN,20:20:05,00:25:24,1.070.114
2019-12-18T00:00:00.000000,3,HET 7 UUR-JOURNAAL,EEN,19:00:06,00:46:07,876.927
2019-12-18T00:00:00.000000,4,IEDEREEN BEROEMD,EEN,19:49:04,00:21:05,843.944
2019-12-18T00:00:00.000000,5,NIEUWS 19U VTM,VTM,18:59:53,00:51:51,700.409
2019-12-18T00:00:00.000000,6,BLOKKEN,EEN,18:30:26,00:27:09,657.968
2019-12-18T00:00:00.000000,7,FAMILIE,VTM,20:02:08,00:24:56,599.191
2019-12-18T00:00:00.000000,8,CODE VAN COPPENS,VTM,20:38:17,00:50:10,583.964
2019-12-18T00:00:00.000000,9,BAKE OFF VLAANDEREN,VIER,20:36:14,00:54:01,490.742
2019-12-18T00:00:00.000000,10,VB. BB. 1/4F - STANDARD/ANTWERPEN,Q2,20:45:43,01:39:37,410.974
2019-12-18T00:00:00.000000,11,DE BUURTPOLITIE,VTM,18:22:45,00:23:19,379.019
2019-12-18T00:00:00.000000,12,"VIVE LE VELO, WIELERJAAR 2019",EEN,20:48:41,01:03:28,361.232
2019-12-18T00:00:00.000000,13,HET 1 UUR-JOURNAAL,EEN,13:00:05,00:26:59,292.069
2019-12-18T00:00:00.000000,14,BORDER SECURITY (AUS),VTM,17:56:22,00:21:35,261.613
2019-12-18T00:00:00.000000,15,ASPE,VTM,16:45:24,00:47:43,252.594
2019-12-18T00:00:00.000000,16,DE AFSPRAAK,CANVAS,20:32:01,00:47:57,247.800
2019-12-18T00:00:00.000000,17,NIEUWS 13U VTM,VTM,12:59:54,00:26:29,240.454
2019-12-18T00:00:00.000000,18,VB. BB. 1/4F,Q2,20:25:17,00:38:18,238.104
2019-12-18T00:00:00.000000,19,HET JOURNAAL LAAT,EEN,22:48:08,00:17:47,215.426
2019-12-18T00:00:00.000000,20,"HELDEN VAN HIER, DOOR HET VUUR",VTM,21:50:13,00:47:19,202.308
2019-12-19T00:00:00.000000,1,DE SLIMSTE MENS TER WERELD,VIER,21:34:30,01:00:31,1.280.231
2019-12-19T00:00:00.000000,2,THUIS,EEN,20:11:07,00:24:51,1.087.883
2019-12-19T00:00:00.000000,3,HET 7 UUR-JOURNAAL,EEN,19:00:05,00:40:26,902.197
2019-12-19T00:00:00.000000,4,IEDEREEN BEROEMD,EEN,19:45:54,00:17:39,841.077
2019-12-19T00:00:00.000000,5,VB. BB. 1/4F - ANDERLECHT/CL.BRUGGE,EEN,20:46:17,01:34:28,748.761
2019-12-19T00:00:00.000000,6,BLOKKEN,EEN,18:31:06,00:27:17,680.727
2019-12-19T00:00:00.000000,7,NIEUWS 19U VTM,VTM,18:59:54,00:51:20,673.864
2019-12-19T00:00:00.000000,8,FAMILIE,VTM,20:02:24,00:24:21,649.804
2019-12-19T00:00:00.000000,9,VB. BB. 1/4F - PAUSE,EEN,21:31:25,00:15:18,634.575
2019-12-19T00:00:00.000000,10,VB. BB. 1/4F,EEN,20:39:42,00:28:29,541.737
2019-12-19T00:00:00.000000,11,"STEENRIJK, STRAATARM",VTM,20:38:06,00:43:52,425.200
2019-12-19T00:00:00.000000,12,HET 1 UUR-JOURNAAL,EEN,13:00:06,00:34:13,320.957
2019-12-19T00:00:00.000000,13,HET JOURNAAL LAAT,EEN,23:02:51,00:16:31,315.985
2019-12-19T00:00:00.000000,14,DE BUURTPOLITIE,VTM,18:19:46,00:26:58,314.188
2019-12-19T00:00:00.000000,15,AUWCH,VIER,22:57:39,00:26:38,250.608
2019-12-19T00:00:00.000000,16,"ZO MAN, ZO VROUW",VIER,20:40:14,00:40:04,244.571
2019-12-19T00:00:00.000000,17,NIEUWS 13U VTM,VTM,12:59:54,00:25:08,235.823
2019-12-19T00:00:00.000000,18,DE AFSPRAAK,CANVAS,20:36:34,00:45:22,211.082
2019-12-19T00:00:00.000000,19,BORDER SECURITY (AUS),VTM,17:55:04,00:21:22,201.635
2019-12-19T00:00:00.000000,20,ALLOO BIJ... - DINA TERSAGO,VTM,21:42:44,00:51:53,191.035
2019-12-20T00:00:00.000000,1,THUIS,EEN,20:20:44,00:25:14,1.063.052
2019-12-20T00:00:00.000000,2,HET 7 UUR-JOURNAAL,EEN,19:00:06,00:47:03,915.096
2019-12-20T00:00:00.000000,3,BELGIUM'S GOT TALENT,VTM,20:41:12,01:59:31,905.159
2019-12-20T00:00:00.000000,4,IEDEREEN BEROEMD,EEN,19:51:15,00:20:55,838.276
2019-12-20T00:00:00.000000,5,BLOKKEN,EEN,18:29:17,00:27:13,668.410
2019-12-20T00:00:00.000000,6,NIEUWS 19U VTM,VTM,18:59:51,00:52:13,615.912
2019-12-20T00:00:00.000000,7,FAMILIE,VTM,20:02:10,00:24:29,581.881
2019-12-20T00:00:00.000000,8,MIDSOMER MURDERS,EEN,20:49:50,01:29:10,481.182
2019-12-20T00:00:00.000000,9,HET 1 UUR-JOURNAAL,EEN,13:00:05,00:29:15,368.307
2019-12-20T00:00:00.000000,10,DE BUURTPOLITIE,VTM,18:20:58,00:25:38,307.697
2019-12-20T00:00:00.000000,11,NIEUWS 13U VTM,VTM,12:59:54,00:27:02,307.031
2019-12-20T00:00:00.000000,12,POLDARK,EEN,22:22:37,00:58:03,212.233
2019-12-20T00:00:00.000000,13,THE GOOD DOCTOR,VTM,23:13:21,00:40:51,201.622
2019-12-20T00:00:00.000000,14,ASPE,VTM,16:35:21,00:50:31,198.916
2019-12-20T00:00:00.000000,15,DE AFSPRAAK,CANVAS,20:33:11,00:49:01,197.693
2019-12-20T00:00:00.000000,16,BORDER SECURITY (AUS),VTM,17:55:30,00:21:50,189.727
2019-12-20T00:00:00.000000,17,SPORTS LATE NIGHT,VIER,23:00:31,00:18:29,152.717
2019-12-20T00:00:00.000000,18,NEIGHBOURS,EEN,17:41:40,00:21:42,152.277
2019-12-20T00:00:00.000000,19,TER ZAKE,CANVAS,20:00:08,00:33:03,131.737
2019-12-20T00:00:00.000000,20,STURM DER LIEBE,VITAYA,17:50:52,00:48:43,111.984
2019-12-21T00:00:00.000000,1,HET 7 UUR-JOURNAAL,EEN,19:00:05,00:38:05,706.913
2019-12-21T00:00:00.000000,2,FC DE KAMPIOENEN,EEN,20:58:19,00:38:23,553.316
2019-12-21T00:00:00.000000,3,NIEUWS 19U VTM,VTM,18:59:54,00:41:13,548.415
2019-12-21T00:00:00.000000,4,COMEDY TOPPERS,VTM,19:52:22,00:24:08,540.524
2019-12-21T00:00:00.000000,5,THE SECRET LIFE OF THE ZOO,EEN,20:25:01,00:30:01,492.392
2019-12-21T00:00:00.000000,6,IEDEREEN BEROEMD,EEN,19:46:24,00:29:03,456.763
2019-12-21T00:00:00.000000,7,VELDRIJDEN. SINT-NIKLAAS H.,EEN,14:57:03,01:23:20,449.900
2019-12-21T00:00:00.000000,8,VELDRIJDEN. SINT-NIKLAAS D.,EEN,13:42:08,01:01:57,423.632
2019-12-21T00:00:00.000000,9,SPORZA,EEN,13:32:57,00:22:49,398.921
2019-12-21T00:00:00.000000,10,THE SNOW WOLF - A WINTER'S TALE,EEN,18:13:45,00:43:46,362.093
2019-12-21T00:00:00.000000,11,HET 1 UUR-JOURNAAL,EEN,13:00:06,00:26:52,329.873
2019-12-21T00:00:00.000000,12,PADDINGTON 2,VTM,20:32:38,01:35:31,321.323
2019-12-21T00:00:00.000000,13,EXPEDITIE PAIRI DAIZA,VTM,18:23:13,00:21:46,263.748
2019-12-21T00:00:00.000000,14,MRS. DOUBTFIRE,EEN,21:40:32,01:56:52,261.779
2019-12-21T00:00:00.000000,15,NIEUWS 13U VTM,VTM,12:59:54,00:22:22,257.530
2019-12-21T00:00:00.000000,16,SPORTS LATE NIGHT,VIER,22:58:58,00:49:57,252.528
2019-12-21T00:00:00.000000,17,RIJKER DAN JE DENKT?,VTM,17:15:15,00:53:11,211.688
2019-12-21T00:00:00.000000,18,DEN DOENDE DETEKTIVEN,CANVAS,20:32:38,01:30:39,200.234
2019-12-21T00:00:00.000000,19,VILLA POLITICA,EEN,16:21:55,00:27:22,168.658
2019-12-21T00:00:00.000000,20,HET JOURNAAL LAAT,EEN,23:39:33,00:17:31,166.533
2019-12-22T00:00:00.000000,1,KAMP WAES,EEN,20:22:08,00:48:04,1.433.703
2019-12-22T00:00:00.000000,2,DE TWAALF,EEN,21:13:04,00:47:40,1.063.331
2019-12-22T00:00:00.000000,3,HET 7 UUR-JOURNAAL,EEN,19:00:05,00:41:01,904.408
2019-12-22T00:00:00.000000,4,VREDE OP AARDE,EEN,22:04:49,00:55:16,821.835
2019-12-22T00:00:00.000000,5,SNOW BEARS,EEN,19:48:35,00:30:04,808.328
2019-12-22T00:00:00.000000,6,LILI EN MARLEEN,VTM,19:54:26,00:28:29,611.132
2019-12-22T00:00:00.000000,7,HET 1 UUR-JOURNAAL,EEN,13:00:05,00:28:30,597.194
2019-12-22T00:00:00.000000,8,NIEUWS 19U VTM,VTM,18:59:53,00:43:17,593.469
2019-12-22T00:00:00.000000,9,DAGELIJKSE KOST,EEN,18:11:53,00:45:27,445.811
2019-12-22T00:00:00.000000,10,HET JOURNAAL LAAT,EEN,23:02:19,00:15:52,351.891
2019-12-22T00:00:00.000000,11,NIEUWS 13U VTM,VTM,12:59:54,00:38:33,324.219
2019-12-22T00:00:00.000000,12,DE ZEVENDE DAG,EEN,11:00:10,01:56:56,286.852
2019-12-22T00:00:00.000000,13,THE SOUND OF MUSIC,VTM,20:38:58,02:44:32,269.925
2019-12-22T00:00:00.000000,14,VELDRIJDEN. NAMEN (S.),EEN,17:30:46,00:28:29,254.544
2019-12-22T00:00:00.000000,15,SPORTS LATE NIGHT,VIER,22:30:08,01:09:36,235.301
2019-12-22T00:00:00.000000,16,DE WARMSTE WEEK,EEN,13:35:14,01:12:09,213.472
2019-12-22T00:00:00.000000,17,ZIE MIJ GRAAG,EEN,23:24:43,00:45:42,184.489
2019-12-22T00:00:00.000000,18,NORTH AMERICA WITH SIMON REEVE,CANVAS,21:03:40,00:58:59,181.024
2019-12-22T00:00:00.000000,19,TURNEN GYMGALA,EEN,17:00:43,00:29:31,178.879
2019-12-22T00:00:00.000000,20,BELGIUM'S GOT TALENT,VTM,17:10:58,01:32:55,176.700
2019-12-23T00:00:00.000000,1,THUIS,EEN,20:16:14,00:24:42,1.285.559
2019-12-23T00:00:00.000000,2,VREDE OP AARDE,EEN,20:44:54,00:59:48,1.167.006
2019-12-23T00:00:00.000000,3,HET 7 UUR-JOURNAAL,EEN,19:00:05,00:44:30,1.083.106
2019-12-23T00:00:00.000000,4,IEDEREEN BEROEMD,EEN,19:47:10,00:21:48,1.016.595
2019-12-23T00:00:00.000000,5,HOE ZAL IK HET ZEGGEN?,VTM,20:38:01,00:51:38,773.367
2019-12-23T00:00:00.000000,6,BLOKKEN,EEN,18:31:00,00:27:14,753.382
2019-12-23T00:00:00.000000,7,NIEUWS 19U VTM,VTM,18:59:54,00:50:53,741.326
2019-12-23T00:00:00.000000,8,FAMILIE,VTM,20:01:53,00:24:15,685.284
2019-12-23T00:00:00.000000,9,BART PEETERS DELUXE,EEN,21:48:08,01:00:27,642.152
2019-12-23T00:00:00.000000,10,DOSSIER X,VTM,21:47:17,00:45:16,378.666
2019-12-23T00:00:00.000000,11,DE BUURTPOLITIE,VTM,18:21:57,00:24:16,356.416
2019-12-23T00:00:00.000000,12,HET 1 UUR-JOURNAAL,EEN,13:00:05,00:26:50,334.398
2019-12-23T00:00:00.000000,13,NIEUWS 13U VTM,VTM,12:59:53,00:23:43,274.902
2019-12-23T00:00:00.000000,14,BORDER SECURITY (AUS),VTM,17:55:27,00:21:41,257.404
2019-12-23T00:00:00.000000,15,EXTRA TIME,CANVAS,22:09:20,01:13:06,251.068
2019-12-23T00:00:00.000000,16,ASPE,VTM,16:40:05,00:48:40,213.622
2019-12-23T00:00:00.000000,17,NEIGHBOURS,EEN,17:42:17,00:21:42,211.792
2019-12-23T00:00:00.000000,18,FIRST DATES,EEN,23:13:09,00:46:28,197.433
2019-12-23T00:00:00.000000,19,CHICAGO P.D.,VTM,22:48:26,00:40:08,179.097
2019-12-23T00:00:00.000000,20,SEVEN WORLDS ONE PLANET,CANVAS,20:10:15,01:00:22,160.973
2019-12-24T00:00:00.000000,1,THUIS,EEN,20:08:38,00:24:57,852.509
2019-12-24T00:00:00.000000,2,HET 7 UUR-JOURNAAL,EEN,19:00:05,00:37:45,736.386
2019-12-24T00:00:00.000000,3,BLOKKEN,EEN,18:31:50,00:26:29,694.685
2019-12-24T00:00:00.000000,4,VREDE OP AARDE,EEN,20:36:40,00:45:17,671.938
2019-12-24T00:00:00.000000,5,IEDEREEN BEROEMD,EEN,19:41:43,00:20:13,646.805
2019-12-24T00:00:00.000000,6,HET 1 UUR-JOURNAAL,EEN,13:06:02,00:26:19,503.704
2019-12-24T00:00:00.000000,7,HOME ALONE,VTM,20:37:45,01:34:53,436.220
2019-12-24T00:00:00.000000,8,DE WARMSTE WEEK,EEN,13:36:13,04:24:11,399.544
2019-12-24T00:00:00.000000,9,FAMILIE,VTM,19:57:13,00:25:43,398.745
2019-12-24T00:00:00.000000,10,NIEUWS 19U VTM,VTM,18:59:53,00:46:14,394.623
2019-12-24T00:00:00.000000,11,NIEUWS 13U VTM,VTM,12:59:53,00:25:31,292.256
2019-12-24T00:00:00.000000,12,EIGEN KWEEK,EEN,21:24:11,00:51:11,290.691
2019-12-24T00:00:00.000000,13,DE BUURTPOLITIE,VTM,18:20:40,00:25:16,251.876
2019-12-24T00:00:00.000000,14,NOT THE ROBBIE WILLIAMS CHRISTMAS SHOW,EEN,22:21:18,00:59:43,243.013
2019-12-24T00:00:00.000000,15,MIRACLE ON 34TH STREET,VTM,22:44:16,01:44:53,233.350
2019-12-24T00:00:00.000000,16,"CIRQUE DU SOLEIL KURIOS, CABINET OF CURIOSITIES",CANVAS,21:16:03,01:28:20,196.265
2019-12-24T00:00:00.000000,17,GEUBELS EN DE BELGEN,VIER,20:35:14,00:33:23,169.879
2019-12-24T00:00:00.000000,18,WEG ZIJN WIJ,EEN,23:29:55,00:28:48,165.270
2019-12-24T00:00:00.000000,19,BORDER SECURITY (AUS),VTM,17:55:23,00:20:04,161.347
2019-12-24T00:00:00.000000,20,"PAUL BLART, MALL COP",VTM,15:56:39,01:22:53,134.254
